place,magnitude,time,latitude,longitude,depth
"8 km W of Aspen Springs, California",0.64,2015-09-23 07:48:04.790,37.5531667,-118.8083333,10.571
"72 km ESE of Denali National Park, Alaska",1.2,2015-09-23 07:41:17.850,63.2499,-150.4375,112.6
"29 km SSW of South Van Horn, Alaska",0.2,2015-09-23 07:32:50.563,64.5553,-147.9724,8.5
"154 km NE of Cruz Bay, U.S. Virgin Islands",3.1,2015-09-23 07:32:27.600,19.4862,-63.9739,46.0
"147 km NNW of Finschhafen, Papua New Guinea",4.3,2015-09-23 07:15:10.720,-5.3212,147.3567,117.9
"5km WSW of Niland, CA",1.76,2015-09-23 07:11:15.160,33.2228333,-115.5693333,2.78
"61 km NNE of Yakutat, Alaska",1.4,2015-09-23 07:09:44.182,60.0616,-139.3515,14.8
"Rat Islands, Aleutian Islands, Alaska",2.7,2015-09-23 07:05:11.000,51.812,177.7907,179.3
"89 km S of Atka, Alaska",2.1,2015-09-23 06:50:55.757,51.3962,-174.3805,13.8
"164 km E of Atka, Alaska",2.1,2015-09-23 06:46:47.758,52.4205,-171.8158,26.2
"13km SSE of Big Bear Lake, CA",1.4,2015-09-23 06:32:15.960,34.1361667,-116.8576667,9.39
"73 km NNW of Charlotte Amalie, U.S. Virgin Islands",2.9,2015-09-23 06:32:13.400,18.9829,-65.1165,9.0
"16km ESE of Anza, CA",0.34,2015-09-23 06:31:18.370,33.4921667,-116.5185,9.83
"64 km NNE of Yakutat, Alaska",1.1,2015-09-23 06:28:44.705,60.1046,-139.4184,3.3
"74 km NNW of Charlotte Amalie, U.S. Virgin Islands",3.5,2015-09-23 06:25:35.800,18.999,-65.1025,14.0
"70 km ESE of McKinley Park, Alaska",1.2,2015-09-23 06:25:00.534,63.5403,-147.5552,7.2
"17km ESE of Arvin, CA",1.25,2015-09-23 06:07:24.720,35.1246667,-118.668,10.73
"65 km NNE of Yakutat, Alaska",1.0,2015-09-23 05:59:48.134,60.1197,-139.47,5.5
"129 km N of San Juan, Puerto Rico",3.4,2015-09-23 05:58:09.800,19.6299,-66.1863,103.0
"Rat Islands, Aleutian Islands, Alaska",2.1,2015-09-23 05:53:09.029,51.4333,177.9823,9.6
"26 km SSE of Minto, Alaska",0.4,2015-09-23 05:53:04.642,64.9222,-149.1878,21.2
"65 km NNE of Yakutat, Alaska",1.1,2015-09-23 05:49:05.546,60.1174,-139.4145,3.6
"82 km NE of Punta Cana, Dominican Republic",3.3,2015-09-23 05:48:35.300,19.0144,-67.763,69.0
"66 km NNE of Yakutat, Alaska",2.4,2015-09-23 05:47:06.920,60.1281,-139.4771,8.0
"4 km SSE of Swall Meadows, California",0.83,2015-09-23 05:42:11.490,37.4638333,-118.631,11.864
"64 km NNE of Yakutat, Alaska",1.9,2015-09-23 05:35:39.443,60.103,-139.4283,4.2
"63 km NNE of Yakutat, Alaska",1.1,2015-09-23 05:31:49.870,60.0844,-139.3752,6.9
"61 km NNE of Yakutat, Alaska",1.1,2015-09-23 05:28:10.366,60.0748,-139.406,16.0
"63 km NNE of Yakutat, Alaska",1.2,2015-09-23 05:24:41.054,60.0976,-139.437,14.1
"66 km NNE of Yakutat, Alaska",1.7,2015-09-23 05:23:58.053,60.1218,-139.4375,4.4
"89 km WSW of Coquimbo, Chile",4.4,2015-09-23 05:23:54.120,-30.4021,-72.1071,10.0
"9 km ENE of Mammoth Lakes, California",0.7,2015-09-23 05:19:14.410,37.6918333,-118.8793333,1.567
"22 km ESE of Hawthorne, Nevada",0.0,2015-09-23 05:14:17.903,38.4692,-118.3754,0.0
"42 km WNW of Rincón, Puerto Rico",2.7,2015-09-23 05:11:50.000,18.4885,-67.6211,82.0
"53 km WSW of Ovalle, Chile",3.9,2015-09-23 05:05:54.920,-30.7365,-71.7401,27.68
"64 km SSW of Lake Minchumina, Alaska",1.2,2015-09-23 05:05:35.463,63.4007,-153.0359,19.8
"65 km NNE of Yakutat, Alaska",3.2,2015-09-23 04:55:19.188,60.1136,-139.4182,7.8
"155 km N of Bamboo Flat, India",4.4,2015-09-23 04:51:32.590,13.0849,92.4507,28.2
"8 km NE of East Foothills, California",0.58,2015-09-23 04:47:42.030,37.4346667,-121.7546667,-0.693
"141 km N of Cruz Bay, U.S. Virgin Islands",3.3,2015-09-23 04:41:19.700,19.606,-64.7379,60.0
"15 km SSE of Volcano, Hawaii",1.45,2015-09-23 04:36:29.650,19.3223333,-155.1521667,6.11
"80 km WNW of Illapel, Chile",4.6,2015-09-23 04:21:27.220,-31.3338,-71.9446,11.38
"43 km E of Fort Bidwell, California",2.0,2015-09-23 04:19:20.095,41.8698,-119.6297,8.6
"7 km E of Princeton, California",1.55,2015-09-23 04:16:05.180,39.4031667,-121.926,27.777
"26 km ENE of Soledad, California",1.08,2015-09-23 04:13:56.280,36.5483333,-121.0768333,8.84
"7 km NNE of Lake Aluma, Oklahoma",3.1,2015-09-23 04:05:24.700,35.5944,-97.4025,5.571
"87 km SSE of Yakutat, Alaska",1.8,2015-09-23 03:59:53.148,58.8709,-138.9314,16.4
"101 km W of Illapel, Chile",4.1,2015-09-23 03:59:20.480,-31.694,-72.2407,10.0
"27km ENE of Pine Valley, CA",0.83,2015-09-23 03:55:06.490,32.8808333,-116.2516667,6.02
"5km NW of Upland, CA",2.05,2015-09-23 03:51:51.420,34.1335,-117.6775,3.17
"36 km WNW of Gabbs, Nevada",0.6,2015-09-23 03:50:48.757,38.9841,-118.3131,11.3
"3 km SSE of P?hala, Hawaii",1.96,2015-09-23 03:35:16.120,19.1716667,-155.4681667,33.32
"23 km SW of Khorugh, Tajikistan",4.4,2015-09-23 03:33:20.840,37.3399,71.3604,97.89
"36 km WNW of Gabbs, Nevada",0.5,2015-09-23 03:09:43.242,38.9829,-118.3141,10.5
"58 km NW of Atka, Alaska",2.2,2015-09-23 03:09:34.166,52.6123,-174.7141,201.5
"37 km WNW of Gabbs, Nevada",2.3,2015-09-23 03:06:14.993,38.9822,-118.3319,5.7
"38 km SW of Ferndale, California",2.63,2015-09-23 02:54:19.670,40.3828333,-124.643,23.485
"12 km NNE of La Center, Washington",1.29,2015-09-23 02:53:39.340,45.9616667,-122.5926667,12.83
"9 km WNW of Cobb, California",2.11,2015-09-23 02:42:45.190,38.8436667,-122.827,2.468
"36 km WNW of Gabbs, Nevada",0.7,2015-09-23 02:37:27.100,38.9858,-118.3102,11.6
"Rat Islands, Aleutian Islands, Alaska",2.1,2015-09-23 02:35:15.284,51.8308,177.9438,137.6
"70 km WNW of Ninilchik, Alaska",2.2,2015-09-23 02:27:06.914,60.1959,-152.8959,123.5
"2 km SW of Ridgely, Tennessee",1.85,2015-09-23 02:23:40.150,36.2466667,-89.5046667,8.27
"7 km WSW of Lemmon Valley, Nevada",0.0,2015-09-23 02:18:38.887,39.6207,-119.9269,6.3
"48 km NNE of Chenega, Alaska",1.4,2015-09-23 02:15:11.875,60.4865,-147.7731,13.9
"54 km N of Chase, Alaska",1.1,2015-09-23 02:12:07.231,62.9335,-150.2753,85.7
"72 km ESE of Denali Park, Alaska",1.3,2015-09-23 02:06:27.154,63.5605,-147.5126,10.0
"24 km WNW of Kalifornsky, Alaska",1.6,2015-09-23 02:03:38.584,60.4638,-151.7321,68.4
"156 km WNW of Illapel, Chile",4.6,2015-09-23 02:01:39.570,-31.1405,-72.7148,10.0
"20 km WSW of Akutan, Alaska",1.0,2015-09-23 01:59:23.383,54.0978,-166.0842,6.7
"22 km N of Indian Springs, Nevada",0.4,2015-09-23 01:59:21.747,36.776,-115.6912,0.0
"123 km W of Illapel, Chile",4.0,2015-09-23 01:52:10.660,-31.5902,-72.4677,10.0
"12 km SW of Aspen Springs, California",1.26,2015-09-23 01:48:43.930,37.4771667,-118.818,3.805
"23km ESE of Anza, CA",0.63,2015-09-23 01:48:29.180,33.4665,-116.4515,7.35
"91 km NW of Yakutat, Alaska",1.0,2015-09-23 01:39:33.631,60.1332,-140.879,11.4
"91 km NW of Yakutat, Alaska",1.0,2015-09-23 01:36:47.310,60.122,-140.8992,9.6
"5 km S of Carignan, Canada",2.15,2015-09-23 01:34:59.600,45.4015,-73.3066667,10.0
southeast Indian Ridge,4.4,2015-09-23 01:23:34.580,-48.3237,107.072,10.0
"18km N of Borrego Springs, CA",0.67,2015-09-23 01:22:51.110,33.4215,-116.3665,11.02
south of the Fiji Islands,4.1,2015-09-23 01:17:45.970,-24.8576,179.7645,458.46
"105 km S of McCarthy, Alaska",1.1,2015-09-23 01:13:17.461,60.4861,-143.0534,3.0
"78 km NW of Aguadilla, Puerto Rico",2.4,2015-09-23 01:12:24.700,18.9062,-67.7025,2.0
"113 km NW of Yakutat, Alaska",1.2,2015-09-23 01:11:44.734,60.1761,-141.3275,0.0
"17 km NW of Anchor Point, Alaska",1.9,2015-09-23 01:08:32.353,59.8941,-152.0439,71.8
"4 km ENE of Oso, Washington",1.06,2015-09-23 01:05:26.620,48.2863333,-121.8735,9.55
"2 km WNW of Walker Lake, Nevada",0.5,2015-09-23 01:05:11.167,38.6568,-118.7771,11.3
"47 km ENE of Akutan, Alaska",1.8,2015-09-23 00:51:43.922,54.2488,-165.076,24.4
"9 km W of Cobb, California",1.76,2015-09-23 00:50:15.130,38.8385,-122.835,0.608
"3 km E of Spanish Springs, Nevada",0.9,2015-09-23 00:47:53.153,39.647,-119.6637,12.4
"12 km ENE of Fox, Alaska",1.4,2015-09-23 00:46:50.968,64.9869,-147.3605,0.0
"41 km E of Denali National Park, Alaska",1.0,2015-09-23 00:45:37.913,63.554,-150.8823,12.3
"97 km S of La Libertad, El Salvador",4.4,2015-09-23 00:42:36.270,12.6137,-89.212,48.58
"84 km SSW of Nikolski, Alaska",2.9,2015-09-23 00:41:29.000,52.2737,-169.4493,15.8
"35 km NW of Pante Makasar, Timor Leste",4.2,2015-09-23 00:40:26.450,-8.9738,124.1531,83.77
"43 km E of Fort Bidwell, California",1.3,2015-09-23 00:33:58.763,41.8784,-119.6292,9.3
"2 km NNE of Rutherford, California",1.6,2015-09-23 00:33:17.750,38.4776667,-122.412,11.197
"9 km W of Illapel, Chile",4.3,2015-09-23 00:23:46.000,-31.634,-71.274,44.5
"87 km NNE of Akutan, Alaska",3.4,2015-09-23 00:20:40.000,54.8066,-165.0862,153.2
"9 km NW of Anacortes, Washington",1.55,2015-09-23 00:15:52.460,48.5828333,-122.6958333,17.06
Fiji region,4.2,2015-09-23 00:14:06.290,-20.664,-178.5428,581.13
"10 km W of Cobb, California",0.66,2015-09-23 00:07:44.160,38.8383333,-122.8383333,-0.2
California-Nevada border region,1.2,2015-09-22 23:59:58.310,37.4623333,-118.7485,4.945
"4 km SSE of Punta Santiago, Puerto Rico",1.8,2015-09-22 23:59:31.100,18.1285,-65.7289,5.0
"9 km ENE of Quinlan, Oklahoma",2.5,2015-09-22 23:54:40.800,36.4826,-98.9509,8.721
"11 km NE of Townsend, Montana",1.58,2015-09-22 23:52:19.300,46.3825,-111.3965,3.56
"9 km NE of Quinlan, Oklahoma",2.9,2015-09-22 23:51:07.200,36.521,-98.9703,5.286
"59 km NNE of Isabela, Puerto Rico",2.7,2015-09-22 23:48:12.900,19.0191,-66.887,10.0
"6 km E of Leilani Estates, Hawaii",1.47,2015-09-22 23:46:39.680,19.466,-154.8563333,0.27
"7 km N of Healy, Alaska",2.3,2015-09-22 23:32:26.360,63.927,-148.959,0.0
"6 km SSW of Harper, Kansas",1.58,2015-09-22 23:31:11.590,37.2336667,-98.0391667,3.41
"5km NNW of Boron, CA",1.4,2015-09-22 23:28:28.320,35.0445,-117.6618333,0.26
"63 km WNW of La Ligua, Chile",4.0,2015-09-22 23:25:44.000,-32.291,-71.877,15.7
"145 km ESE of Kimbe, Papua New Guinea",4.5,2015-09-22 23:17:22.610,-5.9826,151.3831,18.87
"117 km WSW of Adak, Alaska",1.3,2015-09-22 23:15:56.256,51.4625,-178.1939,13.2
"42 km E of Fort Bidwell, California",1.3,2015-09-22 23:10:27.131,41.8709,-119.6352,8.6
"46 km WSW of Nikolski, Alaska",1.6,2015-09-22 23:07:46.142,52.8557,-169.5329,6.7
"24 km NW of Santa Rita, Montana",1.88,2015-09-22 22:56:46.410,48.8376667,-112.5878333,10.81
"4km SE of Home Gardens, CA",1.31,2015-09-22 22:55:36.240,33.8453333,-117.4931667,2.59
"9km NE of Trabuco Canyon, CA",0.84,2015-09-22 22:49:46.000,33.7173333,-117.5181667,9.53
"78 km SE of Chalkyitsik, Alaska",2.1,2015-09-22 22:46:09.296,66.2291,-142.3291,15.8
"43 km E of Fort Bidwell, California",1.5,2015-09-22 22:43:53.346,41.8702,-119.6334,8.6
"10 km W of Aspen Springs, California",0.51,2015-09-22 22:38:17.690,37.558,-118.8373333,3.895
"42 km E of Fort Bidwell, California",1.3,2015-09-22 22:37:55.375,41.866,-119.6404,8.5
"41 km SSE of Cantwell, Alaska",1.6,2015-09-22 22:36:56.991,63.0327,-148.7443,70.9
"42 km E of Fort Bidwell, California",3.1,2015-09-22 22:34:19.896,41.8623,-119.6359,11.6
"7km SW of Salton City, CA",0.92,2015-09-22 22:32:16.650,33.2626667,-116.0126667,3.49
"54 km WSW of Ferndale, California",2.75,2015-09-22 22:31:15.760,40.377,-124.8453333,9.189
"64 km SW of Ovalle, Chile",4.3,2015-09-22 22:26:41.120,-31.0145,-71.6676,34.43
"46km NE of Holtville, CA",1.66,2015-09-22 22:22:16.070,33.058,-114.991,-0.15
"22 km WNW of Happy Valley, Alaska",2.2,2015-09-22 22:15:39.007,59.9892,-152.128,64.9
"16km ESE of Anza, CA",0.17,2015-09-22 21:52:31.700,33.4908333,-116.5136667,8.99
"9 km NE of Quinlan, Oklahoma",2.9,2015-09-22 21:47:06.300,36.5252,-98.9803,5.0
"74 km WNW of Illapel, Chile",3.9,2015-09-22 21:44:28.000,-31.459,-71.922,28.8
"2 km W of Cottesmore, United Kingdom",2.8,2015-09-22 21:40:11.200,52.714,-0.693,2.0
"43 km WNW of Coquimbo, Chile",4.3,2015-09-22 21:28:50.000,-29.755,-71.729,13.9
"8 km NW of Aspen Springs, California",1.03,2015-09-22 21:27:29.340,37.5993333,-118.7856667,5.249
"60 km WSW of Adak, Alaska",1.0,2015-09-22 21:24:13.512,51.6601,-177.434,31.0
"34km WSW of Tecopa, CA",1.77,2015-09-22 21:23:06.860,35.6885,-116.5405,2.18
"8 km SW of Cottage Grove, Oregon",0.97,2015-09-22 21:19:17.870,43.7411667,-123.1306667,-0.551
"183 km NE of Gisborne, New Zealand",4.2,2015-09-22 21:16:08.330,-37.6129,179.6296,10.0
"122 km WSW of Akhiok, Alaska",2.3,2015-09-22 21:08:34.069,56.5918,-156.0626,53.7
"2km SE of Home Gardens, CA",1.43,2015-09-22 21:00:39.880,33.8653333,-117.498,-0.51
"9 km S of Calistoga, California",2.01,2015-09-22 20:52:02.810,38.4961667,-122.5781667,8.198
"82 km WSW of Ovalle, Chile",4.7,2015-09-22 20:46:00.530,-30.9414,-71.9656,20.1
"114 km NW of Yakutat, Alaska",1.1,2015-09-22 20:41:49.332,60.1942,-141.321,0.0
"8 km W of Susitna North, Alaska",1.1,2015-09-22 20:39:40.679,62.1715,-150.0114,10.0
"50 km ENE of Adak, Alaska",2.2,2015-09-22 20:29:26.057,52.0861,-175.9768,124.4
"133 km WNW of Abra Pampa, Argentina",4.2,2015-09-22 20:26:39.640,-22.4317,-66.9561,184.36
"2km ESE of Home Gardens, CA",1.03,2015-09-22 20:24:56.090,33.8738333,-117.5035,-0.58
"24km ESE of Anza, CA",0.66,2015-09-22 20:23:57.100,33.4685,-116.441,8.73
"46 km WNW of Indian Springs, Nevada",0.2,2015-09-22 20:22:37.142,36.6546,-116.1787,0.0
"250 km W of Adak, Alaska",1.5,2015-09-22 20:14:49.467,51.5427,179.7781,66.6
"5km S of Redlands, CA",1.34,2015-09-22 20:11:36.970,34.009,-117.1885,14.19
"30 km W of Nikiski, Alaska",1.5,2015-09-22 20:09:07.904,60.7171,-151.8372,77.1
"196 km SE of Dawson City, Canada",1.5,2015-09-22 20:05:40.406,62.6368,-137.1013,17.1
"18 km N of Cardwell, Montana",1.15,2015-09-22 20:03:16.480,46.0235,-111.9575,-2.0
"6 km W of North Saanich, Canada",0.51,2015-09-22 20:01:37.780,48.6686667,-123.5118333,-0.14
"9 km SSW of Warwick, Oklahoma",2.6,2015-09-22 19:57:11.300,35.6073,-97.0499,4.959
"258 km NW of Manado, Indonesia",4.1,2015-09-22 19:56:53.970,3.2308,123.3071,226.63
"22 km ESE of Hawthorne, Nevada",0.2,2015-09-22 19:41:09.949,38.4672,-118.3755,0.0
"48 km NNE of Chase, Alaska",1.2,2015-09-22 19:36:40.628,62.8674,-149.8159,72.4
"6 km S of Punta Santiago, Puerto Rico",2.4,2015-09-22 19:34:43.900,18.1056,-65.7396,8.0
"14km ENE of Borrego Springs, CA",0.74,2015-09-22 19:28:36.430,33.3045,-116.2398333,9.93
"3 km SW of Herriman, Utah",2.4,2015-09-22 19:27:02.640,40.4885,-112.0634,0.0
"58 km WNW of Beatty, Nevada",0.3,2015-09-22 19:26:28.938,37.1067,-117.3624,4.7
"11km WNW of Alberto Oviedo Mota, B.C., MX",2.41,2015-09-22 19:24:34.270,32.255,-115.2795,19.4
"20 km S of South Van Horn, Alaska",0.5,2015-09-22 19:13:43.226,64.6279,-147.7338,12.9
"3 km SSE of Dover, Idaho",1.9,2015-09-22 19:10:31.570,48.2258333,-116.5916667,-2.0
"49 km N of Rabaul, Papua New Guinea",4.6,2015-09-22 19:07:39.060,-3.7536,152.1865,300.55
"65 km S of Sand Point, Alaska",2.4,2015-09-22 19:05:41.210,54.7439,-160.5154,25.1
"19 km S of Packwood, Washington",0.48,2015-09-22 19:04:36.450,46.4363333,-121.701,0.35
"10 km SSE of Desert Aire, Washington",0.69,2015-09-22 19:01:59.970,46.5976667,-119.8595,6.85
"9km NW of Ventura, CA",1.44,2015-09-22 18:58:04.990,34.3368333,-119.2938333,10.35
"10km NNW of Big Bear City, CA",1.13,2015-09-22 18:55:28.090,34.3418333,-116.8905,-1.6
"263 km ENE of Whitianga, New Zealand",4.5,2015-09-22 18:54:43.890,-35.5642,178.1778,10.0
"2 km S of Salt Spring Island, Canada",1.2,2015-09-22 18:50:29.460,48.795,-123.487,19.66
"25 km ESE of Honaunau-Napoopoo, Hawaii",1.23,2015-09-22 18:49:31.560,19.4048333,-155.6258333,-0.304
"8 km ENE of Cherokee, Oklahoma",2.5,2015-09-22 18:44:14.900,36.7877,-98.2657,5.2
"6 km ESE of Santa Venetia, California",1.54,2015-09-22 18:35:32.460,37.9845,-122.4591667,-0.162
"4 km NNE of Anchor Point, Alaska",1.8,2015-09-22 18:34:29.395,59.816,-151.7955,55.9
"36 km NNW of Valdez, Alaska",1.0,2015-09-22 18:32:16.206,61.4401,-146.5446,23.5
"35 km E of Denali National Park, Alaska",0.7,2015-09-22 18:23:51.631,63.5287,-151.0035,9.5
"3km ENE of Moreno Valley, CA",0.71,2015-09-22 18:23:02.870,33.9391667,-117.1996667,13.69
"51 km W of Cantwell, Alaska",1.5,2015-09-22 18:19:51.021,63.4304,-149.9696,108.0
"47 km N of Valdez, Alaska",1.3,2015-09-22 18:13:02.673,61.5569,-146.3643,32.0
"92 km SSE of Luwuk, Indonesia",4.0,2015-09-22 18:03:45.400,-1.7487,123.0435,47.72
"42 km W of Guangyuan, China",4.7,2015-09-22 18:01:37.330,32.5158,105.3805,14.03
"14km W of Mojave, CA",1.5,2015-09-22 17:56:52.090,35.0503333,-118.326,-1.02
"1 km SSW of Danville, California",1.29,2015-09-22 17:49:37.070,37.8081667,-122.0063333,14.135
"13 km WSW of Big Lake, Alaska",2.1,2015-09-22 17:48:56.464,61.4682,-150.1832,34.1
"99km ESE of Maneadero, B.C., MX",2.81,2015-09-22 17:46:51.770,31.2498333,-115.6818333,5.96
"43 km E of Fort Bidwell, California",2.3,2015-09-22 17:45:17.095,41.8614,-119.6236,11.2
"18 km W of Tash-Kumyr, Kyrgyzstan",4.3,2015-09-22 17:43:10.420,41.351,71.9922,26.36
"31 km ENE of Soledad, California",0.87,2015-09-22 17:39:34.330,36.5795,-121.0378333,7.239
"58 km SE of Denali National Park, Alaska",1.2,2015-09-22 17:36:05.626,63.2484,-150.7504,132.9
"2 km E of Aromas, California",1.15,2015-09-22 17:28:11.650,36.892,-121.6163333,-0.086
"8 km NW of Aspen Springs, California",1.06,2015-09-22 17:26:58.860,37.5995,-118.7853333,5.129
"8 km NW of Aspen Springs, California",0.9,2015-09-22 17:23:45.040,37.6003333,-118.7853333,4.928
"47 km W of Kalifornsky, Alaska",2.5,2015-09-22 17:13:31.981,60.4674,-152.1434,84.9
"17km ESE of Anza, CA",0.35,2015-09-22 17:11:32.000,33.4773333,-116.5203333,13.63
"11km W of Progreso, B.C., MX",1.26,2015-09-22 17:10:30.060,32.5658333,-115.6966667,5.75
"8 km NW of Aspen Springs, California",2.74,2015-09-22 17:10:25.960,37.603,-118.7846667,5.259
"10 km E of Hawthorne, Nevada",0.2,2015-09-22 17:05:47.680,38.5123,-118.5085,11.4
"5km ENE of Tehachapi, CA",1.0,2015-09-22 17:01:31.940,35.1546667,-118.3993333,-0.75
"28km E of Coso Junction, CA",0.52,2015-09-22 16:59:36.960,36.0658333,-117.6436667,2.309
"86 km SW of Delta Junction, Alaska",1.9,2015-09-22 16:53:10.289,63.5908,-147.16,76.1
"109 km WNW of La Ligua, Chile",4.1,2015-09-22 16:45:06.710,-32.1958,-72.3585,10.0
"51 km E of McKinley Park, Alaska",1.4,2015-09-22 16:44:56.657,63.774,-147.8711,76.6
"9 km W of Aspen Springs, California",1.03,2015-09-22 16:41:20.910,37.5473333,-118.8256667,4.095
"56 km SE of Adak, Alaska",1.0,2015-09-22 16:38:43.836,51.5332,-176.0229,23.1
"Kermadec Islands, New Zealand",4.2,2015-09-22 16:35:20.030,-29.8413,-178.0438,66.73
"25 km WNW of Nanwalek, Alaska",2.0,2015-09-22 16:34:43.363,59.4045,-152.3554,64.3
"40 km ESE of King Salmon, Alaska",3.2,2015-09-22 16:31:33.986,58.5075,-156.0621,197.1
Northern California,0.0,2015-09-22 16:30:31.764,39.8198,-120.0102,0.0
"5 km E of Cold Springs, Nevada",0.3,2015-09-22 16:24:57.686,39.683,-119.916,4.6
"13km WNW of Searles Valley, CA",1.25,2015-09-22 16:22:47.640,35.8023333,-117.5436667,-0.81
"5 km SSE of Freeport, Kansas",1.73,2015-09-22 16:22:13.610,37.1565,-97.8261667,4.51
"8 km E of Fox, Alaska",0.7,2015-09-22 16:21:19.702,64.9696,-147.4346,10.2
"5 km SSE of Freeport, Kansas",2.36,2015-09-22 16:19:02.790,37.158,-97.8235,3.72
"5 km SSE of Freeport, Kansas",1.68,2015-09-22 16:18:54.320,37.158,-97.8251667,2.79
"5 km SSE of Freeport, Kansas",1.6,2015-09-22 16:15:25.100,37.1576667,-97.8243333,4.22
"21 km SW of Anchor Point, Alaska",1.5,2015-09-22 16:15:10.591,59.6664,-152.1374,69.4
"8 km SW of Tres Pinos, California",1.62,2015-09-22 16:11:54.480,36.7271667,-121.3835,2.228
"1 km ENE of Bremerton, Washington",0.68,2015-09-22 16:08:53.160,47.5728333,-122.6201667,19.97
"109 km N of Suárez, Puerto Rico",3.6,2015-09-22 16:06:55.800,19.4083,-65.7011,52.0
"2 km E of Adak, Alaska",1.1,2015-09-22 16:04:04.283,51.8723,-176.5972,66.3
"11 km W of Aspen Springs, California",0.59,2015-09-22 16:03:06.200,37.5438333,-118.8425,2.855
"56 km S of Sámara, Costa Rica",4.1,2015-09-22 16:01:16.860,9.3771,-85.5854,28.2
"43 km E of Fort Bidwell, California",1.4,2015-09-22 15:55:57.669,41.8691,-119.6319,6.5
"147 km WNW of Tobelo, Indonesia",4.6,2015-09-22 15:51:29.970,2.1628,126.7514,49.3
"62 km ESE of Mulchén, Chile",3.4,2015-09-22 15:36:45.750,-37.8603,-71.5545,10.0
"8 km S of Cobb, California",1.56,2015-09-22 15:36:16.140,38.75,-122.7146667,1.067
"8km SW of Idyllwild, CA",0.86,2015-09-22 15:34:14.660,33.688,-116.7786667,13.28
Nevada,2.5,2015-09-22 15:24:20.374,41.8627,-119.6359,8.2
"17 km ENE of West Yellowstone, Montana",0.56,2015-09-22 15:08:12.370,44.7428333,-110.9128333,4.75
"60 km S of Sámara, Costa Rica",4.6,2015-09-22 15:06:03.980,9.3387,-85.5478,19.37
"212 km WSW of Adak, Alaska",2.6,2015-09-22 15:04:06.360,51.0158,-179.3684,20.37
"63 km S of Sámara, Costa Rica",4.5,2015-09-22 15:01:17.630,9.3101,-85.5825,28.45
"11km SSE of Corona, CA",0.45,2015-09-22 14:56:35.000,33.7716667,-117.5373333,4.65
"80 km W of Ovalle, Chile",4.3,2015-09-22 14:50:16.320,-30.5612,-72.0355,10.0
"40 km WSW of Cantwell, Alaska",2.3,2015-09-22 14:47:34.338,63.2309,-149.6808,92.7
"89 km WNW of Illapel, Chile",4.0,2015-09-22 14:45:51.960,-31.2119,-71.97,17.86
"60 km SSE of Amahai, Indonesia",4.9,2015-09-22 14:45:49.610,-3.8192,129.1845,112.65
"23km S of Twentynine Palms, CA",0.72,2015-09-22 14:40:13.670,33.9361667,-116.0341667,4.67
"10 km SSE of Byron, Oklahoma",2.7,2015-09-22 14:38:26.530,36.8194,-98.2455,8.27
"49 km N of Valdez, Alaska",1.5,2015-09-22 14:33:30.515,61.5712,-146.4413,25.9
"8 km W of Cobb, California",1.35,2015-09-22 14:33:23.260,38.8156667,-122.8231667,2.989
"20 km ESE of Lowell Point, Alaska",1.6,2015-09-22 14:25:51.140,59.9928,-149.1129,14.5
"75 km NE of Cruz Bay, U.S. Virgin Islands",3.3,2015-09-22 14:24:41.200,18.8337,-64.3052,16.0
"16 km SW of Aspen Springs, California",0.93,2015-09-22 14:18:41.490,37.4488333,-118.844,3.147
"21km ESE of Anza, CA",0.63,2015-09-22 14:17:52.930,33.5158333,-116.4541667,7.02
"294 km E of Levuka, Fiji",4.2,2015-09-22 14:04:55.520,-17.9486,-177.9086,495.25
"3 km W of Walker Lake, Nevada",0.9,2015-09-22 14:00:06.040,38.6504,-118.7929,5.7
"96 km WSW of Adak, Alaska",2.0,2015-09-22 13:59:58.058,51.4624,-177.8537,66.0
"12 km NNE of La Center, Washington",0.83,2015-09-22 13:57:35.620,45.9585,-122.5956667,14.36
"24km ESE of Anza, CA",0.46,2015-09-22 13:53:16.880,33.4663333,-116.438,4.91
"107 km ESE of Akutan, Alaska",3.1,2015-09-22 13:48:22.270,53.8355,-164.2125,47.97
"26 km SSE of Villa Alemana, Chile",4.3,2015-09-22 13:40:32.680,-33.2726,-71.3036,49.06
"42 km E of Fort Bidwell, California",1.7,2015-09-22 13:29:58.831,41.86,-119.6348,11.2
"16 km WSW of Port Alberni, Canada",2.01,2015-09-22 13:25:41.930,49.1586667,-124.9966667,4.209
